srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
175.45.176.1,0,149.171.126.12,48,bna,INT,0.000005,200,0,254,0,0,0,-,160000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930680,1421930680,0.005,0,0,0,0,0,2,0,0,0,12,12,4,4,2,3,4, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,bna,INT,0.000005,200,0,254,0,0,0,-,160000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930680,1421930680,0.005,0,0,0,0,0,2,0,0,0,12,12,4,4,2,3,4, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,bna,INT,0.000005,200,0,254,0,0,0,-,160000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930680,1421930680,0.005,0,0,0,0,0,2,0,0,0,12,12,4,4,2,3,4,Analysis,1
175.45.176.2,50645,149.171.126.10,3225401,tcp,FIN,31.946449,1068,536,254,252,4,1,-,254.175354,123.206184,20,12,255,255,1707952709,2809070011,53,45,0,0,227774.338,9025.7,1421930648,1421930680,1680.206,2899.465,0.081908,0.052322,0.029586,0,1,0,0,0,4,5,4,3,3,3,3, Fuzzers,1
175.45.176.2,50645,149.171.126.10,3225401,tcp,FIN,31.946449,1068,536,254,252,4,1,-,254.175354,123.206184,20,12,255,255,1707952709,2809070011,53,45,0,0,227774.338,9025.7,1421930648,1421930680,1680.206,2899.465,0.081908,0.052322,0.029586,0,1,0,0,0,4,5,4,3,3,3,3, Fuzzers,1
175.45.176.2,50645,149.171.126.10,3225401,tcp,FIN,31.946449,1068,536,254,252,4,1,-,254.175354,123.206184,20,12,255,255,1707952709,2809070011,53,45,0,0,227774.338,9025.7,1421930648,1421930680,1680.206,2899.465,0.081908,0.052322,0.029586,0,1,0,0,0,4,5,4,3,3,3,3, Fuzzers,1
175.45.176.2,50645,149.171.126.10,3225401,tcp,FIN,31.946449,1068,536,254,252,4,1,-,254.175354,123.206184,20,12,255,255,1707952709,2809070011,53,45,0,0,227774.338,9025.7,1421930648,1421930680,1680.206,2899.465,0.081908,0.052322,0.029586,0,1,0,0,0,4,5,4,3,3,3,3, Fuzzers,1
175.45.176.0,48139,149.171.126.10,14384,tcp,FIN,1.29985,17286,354,254,252,7,1,http,101070.125,1907.912476,20,8,255,255,2822900743,3725095895,864,44,0,0,6499.096894,278.515469,1421930679,1421930680,67.204475,175.606719,0.167952,0.070595,0.097357,0,1,0,0,0,3,3,4,1,1,1,1, Fuzzers,1
175.45.176.2,50645,149.171.126.10,3225401,tcp,FIN,31.946449,1068,536,254,252,4,1,-,254.175354,123.206184,20,12,255,255,1707952709,2809070011,53,45,0,0,227774.338,9025.7,1421930648,1421930680,1680.206,2899.465,0.081908,0.052322,0.029586,0,1,0,0,0,4,5,4,3,3,3,3, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930681,1421930681,0.004,0,0,0,0,0,2,0,0,0,12,12,2,2,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,48,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930681,1421930681,0.004,0,0,0,0,0,2,0,0,0,12,12,2,2,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,48,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930681,1421930681,0.004,0,0,0,0,0,2,0,0,0,12,12,2,2,2,2,2,Exploits,1
175.45.176.1,0,149.171.126.12,48,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930681,1421930681,0.004,0,0,0,0,0,2,0,0,0,12,12,2,2,2,2,2,DoS,1
175.45.176.1,0,149.171.126.12,48,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930681,1421930681,0.004,0,0,0,0,0,2,0,0,0,12,12,2,2,2,2,2,Exploits,1
175.45.176.1,0,149.171.126.12,48,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930681,1421930681,0.004,0,0,0,0,0,2,0,0,0,12,12,2,2,2,2,2, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930681,1421930681,0.004,0,0,0,0,0,2,0,0,0,12,12,2,2,2,2,2, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930681,1421930681,0.004,0,0,0,0,0,2,0,0,0,12,12,2,2,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,48,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930681,1421930681,0.004,0,0,0,0,0,2,0,0,0,12,12,2,2,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,48,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930681,1421930681,0.004,0,0,0,0,0,2,0,0,0,12,12,2,2,2,2,2,Exploits,1
175.45.176.1,0,149.171.126.12,48,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930681,1421930681,0.004,0,0,0,0,0,2,0,0,0,12,12,2,2,2,2,2,DoS,1
175.45.176.1,0,149.171.126.12,48,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930681,1421930681,0.004,0,0,0,0,0,2,0,0,0,12,12,2,2,2,2,2,Exploits,1
175.45.176.1,0,149.171.126.12,48,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930681,1421930681,0.004,0,0,0,0,0,2,0,0,0,12,12,2,2,2,2,2, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,i-nlsp,INT,7.146575,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930681,1421930681,0.004,0,0,0,0,0,2,0,0,0,12,12,2,2,2,2,2, Fuzzers,1
175.45.176.2,50540,149.171.126.10,3225401,tcp,FIN,0.875466,534,268,254,252,2,1,-,4395.373535,2046.909912,10,6,255,255,215101088,1014893147,53,45,0,0,6538.7215,306.008438,1421930680,1421930681,95.417889,169.304,0.088605,0.028941,0.059664,0,1,0,0,0,4,5,1,1,1,1,1, Fuzzers,1
175.45.176.1,11442,149.171.126.12,14384,tcp,FIN,0.725959,818,2736,62,252,2,2,http,8121.670898,27142.0293,10,10,255,255,132381160,3222608529,82,274,0,0,5357.744997,114.484172,1421930682,1421930682,80.662111,72.589219,0.138682,0.071899,0.066783,0,1,0,0,0,1,1,6,5,1,1,5,Exploits,1
175.45.176.1,11442,149.171.126.12,14384,tcp,FIN,0.725959,818,2736,62,252,2,2,http,8121.670898,27142.0293,10,10,255,255,132381160,3222608529,82,274,0,0,5357.744997,114.484172,1421930682,1421930682,80.662111,72.589219,0.138682,0.071899,0.066783,0,1,0,0,0,1,1,6,5,1,1,5,Exploits,1
175.45.176.1,0,149.171.126.12,48,swipe,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Analysis,1
175.45.176.1,0,149.171.126.12,48,swipe,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Backdoors,1
175.45.176.1,0,149.171.126.12,48,swipe,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Exploits,1
175.45.176.1,0,149.171.126.12,48,swipe,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,DoS,1
175.45.176.1,0,149.171.126.12,48,swipe,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Exploits,1
175.45.176.1,0,149.171.126.12,48,swipe,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,swipe,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,narp,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Analysis,1
175.45.176.1,0,149.171.126.12,48,narp,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Backdoors,1
175.45.176.1,0,149.171.126.12,48,narp,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Exploits,1
175.45.176.1,0,149.171.126.12,48,narp,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,DoS,1
175.45.176.1,0,149.171.126.12,48,narp,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Exploits,1
175.45.176.1,0,149.171.126.12,48,narp,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,narp,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,narp,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Analysis,1
175.45.176.1,0,149.171.126.12,48,narp,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Backdoors,1
175.45.176.1,0,149.171.126.12,48,narp,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Exploits,1
175.45.176.1,0,149.171.126.12,48,narp,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,DoS,1
175.45.176.1,0,149.171.126.12,48,narp,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Exploits,1
175.45.176.1,0,149.171.126.12,48,narp,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,narp,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,swipe,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Analysis,1
175.45.176.1,0,149.171.126.12,48,swipe,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Backdoors,1
175.45.176.1,0,149.171.126.12,48,swipe,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Exploits,1
175.45.176.1,0,149.171.126.12,48,swipe,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,DoS,1
175.45.176.1,0,149.171.126.12,48,swipe,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5,Exploits,1
175.45.176.1,0,149.171.126.12,48,swipe,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,swipe,INT,0.000011,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930682,1421930682,0.011,0,0,0,0,0,2,0,0,0,14,14,6,5,4,4,5, Fuzzers,1
175.45.176.0,35190,149.171.126.12,12853,tcp,FIN,2.143818,8378,1718,254,252,9,8,smtp,29961.5,6093.80127,24,20,255,255,1137600356,648054232,349,86,0,0,7256.765109,220.282859,1421930680,1421930682,93.209476,109.593102,0.114576,0.060924,0.053652,0,1,0,0,0,1,1,6,1,1,1,1,Generic,1
175.45.176.0,8612,149.171.126.10,14384,tcp,FIN,0.767157,694,268,254,252,2,1,http,6517.570801,2335.897217,10,6,255,255,1974942658,495148112,69,45,0,0,4226.051285,223.579391,1421930682,1421930682,80.663333,139.210203,0.137916,0.071105,0.066811,0,1,0,0,0,3,3,2,1,1,1,1, Fuzzers,1
175.45.176.3,22787,149.171.126.10,2.24E+11,tcp,FIN,1.335431,518,354,254,252,2,1,-,2797.598633,1857.078369,10,8,255,255,2389130074,3005209980,52,44,0,0,10464.59332,254.646141,1421930681,1421930682,148.283333,175.808859,0.168804,0.104764,0.06404,0,1,0,0,0,2,5,2,1,1,1,1,Shellcode,1
175.45.176.1,0,149.171.126.12,48,mobile,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930683,1421930683,0.004,0,0,0,0,0,2,0,0,0,14,14,2,2,2,2,2,DoS,1
175.45.176.1,0,149.171.126.12,48,mobile,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930683,1421930683,0.004,0,0,0,0,0,2,0,0,0,14,14,2,2,2,2,2,Exploits,1
175.45.176.1,0,149.171.126.12,48,mobile,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930683,1421930683,0.004,0,0,0,0,0,2,0,0,0,14,14,2,2,2,2,2, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,mobile,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930683,1421930683,0.004,0,0,0,0,0,2,0,0,0,14,14,2,2,2,2,2, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,mobile,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930683,1421930683,0.004,0,0,0,0,0,2,0,0,0,14,14,2,2,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,48,mobile,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930683,1421930683,0.004,0,0,0,0,0,2,0,0,0,14,14,2,2,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,48,mobile,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930683,1421930683,0.004,0,0,0,0,0,2,0,0,0,14,14,2,2,2,2,2,Exploits,1
175.45.176.1,0,149.171.126.12,48,mobile,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930683,1421930683,0.004,0,0,0,0,0,2,0,0,0,14,14,2,2,2,2,2,DoS,1
175.45.176.1,0,149.171.126.12,48,mobile,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930683,1421930683,0.004,0,0,0,0,0,2,0,0,0,14,14,2,2,2,2,2,Exploits,1
175.45.176.1,0,149.171.126.12,48,mobile,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930683,1421930683,0.004,0,0,0,0,0,2,0,0,0,14,14,2,2,2,2,2, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,mobile,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930683,1421930683,0.004,0,0,0,0,0,2,0,0,0,14,14,2,2,2,2,2, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,mobile,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930683,1421930683,0.004,0,0,0,0,0,2,0,0,0,14,14,2,2,2,2,2,Analysis,1
175.45.176.1,0,149.171.126.12,48,mobile,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930683,1421930683,0.004,0,0,0,0,0,2,0,0,0,14,14,2,2,2,2,2,Backdoors,1
175.45.176.1,0,149.171.126.12,48,mobile,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930683,1421930683,0.004,0,0,0,0,0,2,0,0,0,14,14,2,2,2,2,2,Exploits,1
175.45.176.2,52047,149.171.126.11,3223857,udp,INT,0.000005,168,0,254,0,0,0,-,134400000,0,2,0,0,0,0,0,84,0,0,0,0,0,1421930683,1421930683,0.005,0,0,0,0,0,2,0,0,0,4,1,1,3,1,1,1,Reconnaissance,1
175.45.176.2,50518,149.171.126.10,3225401,tcp,FIN,0.916536,534,354,254,252,2,1,-,4198.416992,2705.840332,10,8,255,255,1128730975,2964812727,53,44,0,0,5509.98168,215.225484,1421930682,1421930683,101.837333,112.01743,0.206035,0.075486,0.130549,0,1,0,0,0,4,3,2,3,2,2,2, Fuzzers,1
175.45.176.2,50518,149.171.126.10,3225401,tcp,FIN,0.916536,534,354,254,252,2,1,-,4198.416992,2705.840332,10,8,255,255,1128730975,2964812727,53,44,0,0,5509.98168,215.225484,1421930682,1421930683,101.837333,112.01743,0.206035,0.075486,0.130549,0,1,0,0,0,4,3,2,3,2,2,2, Fuzzers,1
175.45.176.2,65164,149.171.126.10,3225401,tcp,FIN,0.628795,534,268,254,252,2,1,-,6119.641113,2849.895264,10,6,255,255,982272428,829859126,53,45,0,0,4208.062853,213.797188,1421930684,1421930684,69.773333,120.311203,0.085838,0.027228,0.05861,0,1,0,0,0,4,3,2,1,1,1,1, Fuzzers,1
175.45.176.0,40742,149.171.126.10,14384,tcp,FIN,0.468594,1270,268,254,252,2,1,http,19513.69336,3824.205811,10,6,255,255,1182435089,3837397114,127,45,0,0,2675.652888,143.030391,1421930683,1421930684,49.295,86.351,0.100505,0.036828,0.063677,0,1,0,0,0,2,2,2,1,1,1,1, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,ipv6-no,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,Analysis,1
175.45.176.1,0,149.171.126.12,48,ipv6-no,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,Backdoors,1
175.45.176.1,0,149.171.126.12,48,ipv6-no,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,Exploits,1
175.45.176.1,0,149.171.126.12,48,ipv6-no,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,DoS,1
175.45.176.1,0,149.171.126.12,48,ipv6-no,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,Exploits,1
175.45.176.1,0,149.171.126.12,48,ipv6-no,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,ipv6-no,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,ipv6-no,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,Analysis,1
175.45.176.1,0,149.171.126.12,48,ipv6-no,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,Backdoors,1
175.45.176.1,0,149.171.126.12,48,ipv6-no,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,Exploits,1
175.45.176.1,0,149.171.126.12,48,ipv6-no,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,DoS,1
175.45.176.1,0,149.171.126.12,48,ipv6-no,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,Exploits,1
175.45.176.1,0,149.171.126.12,48,ipv6-no,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,ipv6-no,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,tlsp,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,Analysis,1
175.45.176.1,0,149.171.126.12,48,tlsp,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,Backdoors,1
175.45.176.1,0,149.171.126.12,48,tlsp,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,Exploits,1
175.45.176.1,0,149.171.126.12,48,tlsp,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,DoS,1
175.45.176.1,0,149.171.126.12,48,tlsp,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,Exploits,1
175.45.176.1,0,149.171.126.12,48,tlsp,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,tlsp,INT,0.000004,200,0,254,0,0,0,-,200000000,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.004,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6, Fuzzers,1
175.45.176.1,0,149.171.126.12,48,skip,INT,0.000004,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.011,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,Analysis,1
175.45.176.1,0,149.171.126.12,48,skip,INT,0.000004,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.011,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,Backdoors,1
175.45.176.1,0,149.171.126.12,48,skip,INT,0.000004,200,0,254,0,0,0,-,72727272,0,2,0,0,0,0,0,100,0,0,0,0,0,1421930684,1421930684,0.011,0,0,0,0,0,2,0,0,0,14,14,6,6,6,6,6,Exploits,1
